date_time,410nm,435nm,460nm,485nm,510nm,535nm,560nm,585nm,610nm,645nm,680nm,705nm,730nm,760nm,810nm,860nm,900nm,940nm
2024-02-10 23:02:25.834495,682.70,288.96,682.75,467.07,515.18,568.37,1250.02,737.06,11158.07,355.28,423.69,304.44,205.71,211.17,483.50,302.07,109.49,77.33
2024-02-10 23:02:29.526094,683.50,287.07,677.01,471.42,508.27,557.41,1247.45,732.48,10856.18,350.39,413.65,301.83,202.54,206.45,473.90,293.31,107.90,77.33
2024-02-10 23:02:33.178697,689.96,288.01,677.97,474.04,507.51,555.95,1249.59,732.06,10849.14,348.51,414.65,305.09,200.96,207.23,471.28,292.22,107.37,77.33
2024-02-10 23:02:36.858180,688.35,289.91,684.67,475.78,511.34,555.95,1241.03,726.24,10851.49,347.76,411.64,302.81,204.13,207.23,471.28,291.12,107.90,77.33
2024-02-10 23:02:40.550675,689.96,288.96,677.01,476.65,507.51,555.22,1235.03,728.73,10793.93,348.51,412.64,302.81,201.75,207.23,469.54,291.12,106.83,77.33
2024-02-10 23:07:43.954142,689.96,288.96,684.67,466.20,512.11,566.91,1264.58,743.30,10944.28,354.53,421.68,306.40,203.33,211.96,487.86,305.35,110.55,77.33
2024-02-10 23:07:47.617510,692.38,288.96,693.29,474.04,509.81,558.14,1232.89,726.24,10965.43,350.77,415.66,299.87,203.33,208.81,480.88,291.12,108.96,77.33
2024-02-10 23:07:51.284310,686.73,287.07,682.75,474.91,507.51,557.41,1253.02,737.06,10870.28,347.38,414.65,302.48,203.33,207.23,478.26,293.31,107.90,77.33
2024-02-10 23:07:54.994354,689.96,286.12,676.05,472.30,505.97,553.76,1240.60,729.98,10731.67,350.77,410.64,300.53,201.75,206.45,473.03,291.12,108.43,77.33
2024-02-10 23:07:58.612855,699.64,287.07,671.26,472.30,504.43,553.76,1241.46,731.65,10829.17,350.77,408.63,303.46,201.75,206.45,473.90,292.22,107.37,78.18
2024-02-10 23:13:02.010431,685.92,287.07,687.54,467.94,516.72,566.18,1262.01,746.63,10972.48,355.66,418.67,306.07,204.92,214.33,486.99,305.35,110.55,78.18
