date_time,410nm,435nm,460nm,485nm,510nm,535nm,560nm,585nm,610nm,645nm,680nm,705nm,730nm,760nm,810nm,860nm,900nm,940nm
2024-07-08 14:08:40.961858,107.64,266.48,919.77,177.33,349.58,579.08,123.56,156.62,939.07,138.43,289.06,57.72,119.93,79.90,231.25,500.20,140.19,61.91
2024-07-08 14:08:44.630308,105.28,269.44,959.28,184.75,354.07,586.04,124.41,158.24,946.58,139.87,289.06,58.41,120.68,79.90,196.11,454.54,135.70,62.78
2024-07-08 14:08:48.281204,104.50,270.43,960.20,185.58,352.57,586.73,124.41,158.24,945.51,139.87,291.11,58.41,121.44,79.90,195.30,454.54,135.70,62.78
2024-07-08 14:08:51.944196,103.71,270.43,965.71,186.40,354.07,587.43,124.41,158.24,947.65,140.24,291.11,58.41,120.68,79.90,195.30,451.35,135.70,62.78
2024-07-08 14:08:55.612953,103.71,269.44,962.96,185.58,352.57,584.64,124.84,159.05,946.58,140.24,291.11,58.41,121.44,79.90,193.66,450.29,135.70,62.78
2024-07-08 14:13:58.844229,104.50,264.51,910.58,176.51,346.58,580.47,122.27,155.82,933.71,138.43,288.04,57.38,119.93,79.90,235.34,502.33,140.19,61.91
2024-07-08 14:14:02.507662,102.14,270.43,949.17,183.93,351.07,588.12,123.56,157.43,943.36,139.15,289.06,58.07,119.93,79.90,200.20,457.72,136.26,62.78
2024-07-08 14:14:06.208094,101.36,268.46,950.09,184.75,350.33,585.34,123.98,157.83,945.51,139.51,290.09,58.07,120.68,79.90,197.75,453.47,135.70,62.78
2024-07-08 14:14:09.866032,102.14,269.44,949.17,185.58,349.58,588.82,123.98,158.24,940.15,139.15,288.04,58.07,120.68,79.90,196.93,451.35,136.26,62.78
2024-07-08 14:14:13.561126,102.14,270.43,955.61,186.40,351.07,589.52,124.41,158.24,942.29,139.15,288.04,58.41,121.44,79.90,196.93,449.23,136.26,62.78
2024-07-08 14:19:16.813305,104.50,265.49,920.69,176.51,349.58,581.16,123.13,156.62,934.79,138.07,288.04,57.72,119.93,79.90,233.70,500.20,139.63,61.91
2024-07-08 14:19:20.493431,101.36,268.46,952.85,183.93,351.82,585.34,123.98,157.83,939.07,139.51,287.01,58.07,119.17,79.07,200.20,458.78,136.26,62.78
2024-07-08 14:19:24.156235,101.36,267.47,949.17,184.75,351.07,583.25,123.98,157.43,941.22,139.15,287.01,58.07,120.68,79.90,196.11,455.60,135.70,62.78
2024-07-08 14:19:27.835045,101.36,270.43,964.79,186.40,354.07,587.43,123.98,157.43,942.29,139.15,288.04,58.07,120.68,79.90,196.93,451.35,135.70,62.78
2024-07-08 14:19:31.513538,101.36,270.43,964.79,186.40,353.32,586.04,123.98,157.83,942.29,139.15,288.04,58.07,120.68,79.90,196.11,453.47,136.26,62.78
2024-07-08 14:24:34.788156,103.71,265.49,918.85,176.51,349.58,579.08,122.70,156.22,930.50,138.07,287.01,57.38,119.17,79.07,235.34,504.45,139.63,61.91
2024-07-08 14:24:38.462600,100.57,268.46,949.17,183.93,351.07,584.64,123.13,157.03,943.36,138.79,289.06,57.72,119.93,79.90,201.02,460.91,136.26,62.78
2024-07-08 14:24:42.124488,100.57,269.44,959.28,184.75,352.57,586.04,123.13,156.62,941.22,138.79,290.09,57.72,120.68,79.90,198.56,456.66,136.26,62.78
2024-07-08 14:24:45.775958,101.36,269.44,957.44,185.58,351.82,585.34,123.13,157.03,943.36,138.79,290.09,58.07,120.68,79.90,196.93,452.41,135.70,62.78
2024-07-08 14:24:49.467607,100.57,269.44,963.87,186.40,353.32,586.73,123.13,157.43,946.58,139.51,285.99,58.07,120.68,79.90,194.48,453.47,135.70,62.78
2024-07-08 14:29:52.780485,102.93,266.48,919.77,177.33,348.08,581.86,122.70,155.82,932.64,137.34,285.99,57.38,119.17,79.90,236.15,500.20,139.63,61.91
2024-07-08 14:29:56.431157,99.78,268.46,947.34,183.10,348.83,584.64,123.56,157.43,942.29,138.43,284.96,57.72,119.93,79.07,201.02,460.91,135.70,62.78
2024-07-08 14:30:00.077926,99.78,268.46,949.17,184.75,349.58,587.43,123.56,157.03,942.29,138.79,285.99,58.07,120.68,79.90,198.56,454.54,136.26,62.78
2024-07-08 14:30:03.762608,99.78,270.43,951.01,185.58,350.33,586.73,123.13,156.62,940.15,138.43,287.01,57.72,120.68,79.90,197.75,449.23,135.70,62.78
2024-07-08 14:30:07.447363,99.78,270.43,950.09,185.58,348.83,587.43,123.13,157.03,942.29,139.15,288.04,58.07,120.68,79.90,196.11,450.29,135.70,62.78
2024-07-08 14:35:10.677721,101.36,262.53,917.93,175.68,348.08,575.60,122.27,155.41,930.50,137.34,287.01,57.04,118.42,79.07,235.34,510.82,139.07,61.91
2024-07-08 14:35:14.351336,99.00,267.47,956.52,183.10,351.07,581.86,123.13,156.62,941.22,138.79,285.99,57.38,119.93,79.07,199.38,459.85,135.70,62.78
2024-07-08 14:35:18.018870,99.00,268.46,951.93,183.93,349.58,579.77,123.56,157.43,941.22,138.79,285.99,57.72,119.17,79.07,198.56,458.78,135.70,62.78
2024-07-08 14:35:21.649610,99.00,268.46,956.52,184.75,350.33,582.56,123.56,157.03,938.00,138.79,289.06,58.07,119.93,79.90,197.75,453.47,135.70,62.78
2024-07-08 14:35:25.334453,99.00,269.44,951.01,185.58,349.58,585.34,123.13,156.62,942.29,138.79,285.99,57.72,119.93,79.90,196.93,452.41,136.26,62.78
2024-07-08 14:40:28.597198,100.57,265.49,922.53,177.33,349.58,574.90,121.85,155.01,927.28,137.34,284.96,57.04,118.42,79.90,236.15,511.88,139.63,61.91
2024-07-08 14:40:32.249641,99.00,267.47,952.85,183.10,351.07,579.77,122.70,156.22,941.22,138.07,285.99,57.38,119.17,79.07,201.83,461.97,135.70,62.78
2024-07-08 14:40:35.923382,98.21,266.48,957.44,183.10,350.33,578.38,123.13,156.62,940.15,138.43,289.06,57.72,119.93,79.07,199.38,458.78,135.70,62.78
2024-07-08 14:40:39.595869,98.21,267.47,958.36,184.75,351.82,579.77,123.13,157.03,939.07,138.79,290.09,57.72,119.93,79.90,196.93,458.78,135.70,62.78
2024-07-08 14:40:43.280897,98.21,266.48,951.93,183.93,350.33,577.68,122.70,156.62,940.15,138.79,289.06,57.72,119.93,79.90,196.93,454.54,135.70,62.78
2024-07-08 14:45:46.626554,101.36,265.49,912.42,176.51,345.83,576.99,121.85,155.01,928.35,136.62,284.96,57.04,118.42,79.90,236.15,505.51,139.63,61.04
2024-07-08 14:45:50.310251,97.43,267.47,946.42,183.10,348.83,581.86,122.70,156.22,938.00,138.07,284.96,57.72,119.17,79.07,201.83,459.85,135.70,62.78
2024-07-08 14:45:53.983692,97.43,268.46,951.93,183.93,348.08,581.86,122.27,155.82,941.22,138.79,288.04,57.38,119.93,79.90,200.20,458.78,135.70,62.78
2024-07-08 14:45:57.684738,97.43,269.44,958.36,185.58,351.07,583.25,122.70,156.22,936.93,138.43,287.01,57.72,119.93,79.90,197.75,453.47,135.70,62.78
2024-07-08 14:46:01.351900,97.43,267.47,958.36,184.75,350.33,582.56,122.70,156.62,939.07,138.43,288.04,57.72,119.93,79.90,196.11,451.35,135.70,62.78
2024-07-08 14:51:04.637482,99.78,264.51,922.53,175.68,348.08,576.29,122.27,155.41,925.14,136.98,283.94,57.04,117.66,79.07,236.15,508.70,140.19,61.91
2024-07-08 14:51:08.282844,97.43,265.49,945.50,182.28,348.83,576.29,122.70,156.22,936.93,138.07,287.01,57.38,119.17,79.07,201.02,461.97,135.70,62.78
2024-07-08 14:51:11.940533,96.64,266.48,953.77,183.10,349.58,578.38,123.56,157.43,938.00,138.43,285.99,57.72,119.17,79.90,198.56,459.85,135.70,62.78
2024-07-08 14:51:15.591835,96.64,267.47,958.36,183.93,351.07,579.77,122.70,156.22,934.79,138.43,288.04,57.38,119.17,79.07,197.75,457.72,135.70,62.78
2024-07-08 14:51:19.269833,96.64,268.46,961.12,184.75,351.82,581.16,122.27,155.82,938.00,138.07,285.99,57.72,119.93,79.07,197.75,456.66,135.14,62.78
2024-07-08 14:56:22.523608,99.00,264.51,908.74,175.68,344.34,577.68,121.42,154.20,922.99,136.62,283.94,57.04,117.66,79.07,236.15,506.57,140.19,61.04
2024-07-08 14:56:26.208070,97.43,267.47,944.58,183.10,348.08,580.47,122.70,155.82,936.93,138.07,284.96,57.38,119.17,79.07,201.02,460.91,136.26,62.78
2024-07-08 14:56:29.871114,96.64,267.47,949.17,183.93,348.08,582.56,122.27,155.82,935.86,138.07,287.01,57.38,119.17,79.90,199.38,457.72,135.70,62.78
2024-07-08 14:56:33.587753,96.64,267.47,950.09,183.93,347.33,581.16,122.27,155.41,940.15,138.07,285.99,57.72,119.93,79.07,197.75,457.72,135.14,62.78
2024-07-08 14:56:37.233803,95.86,267.47,949.17,184.75,348.08,581.16,122.70,156.22,938.00,138.43,288.04,57.72,119.93,79.90,197.75,454.54,135.70,62.78
2024-07-08 15:01:40.460098,99.00,263.52,916.09,175.68,345.83,574.90,120.99,153.39,925.14,136.26,285.99,56.70,117.66,79.07,236.15,506.57,139.63,61.04
2024-07-08 15:01:44.105902,96.64,267.47,942.74,183.10,346.58,581.16,122.70,156.22,934.79,138.07,284.96,57.38,119.17,79.07,201.83,459.85,135.70,62.78
