date_time,bs_410nm,bs_435nm,bs_460nm,bs_485nm,bs_510nm,bs_535nm,bs_560nm,bs_585nm,bs_610nm,bs_645nm,bs_680nm,bs_705nm,bs_730nm,bs_760nm,bs_810nm,bs_860nm,bs_900nm,bs_940nm,tx_410nm,tx_435nm,tx_460nm,tx_485nm,tx_510nm,tx_535nm,tx_560nm,tx_585nm,tx_610nm,tx_645nm,tx_680nm,tx_705nm,tx_730nm,tx_760nm,tx_810nm,tx_860nm,tx_900nm,tx_940nm
2024-07-08 15:44,93.34,263.914,939.434,181.124,345.98199999999997,572.812,121.93199999999999,154.76399999999998,930.4960000000001,136.908,284.552,56.903999999999996,117.96600000000001,79.07,208.042,473.014,136.37399999999997,62.258,256.066,163.666,436.36400000000003,294.946,398.21,450.75,4044.1160000000004,1759.462,4577.936,581.2180000000001,351.242,765.1220000000001,160.88799999999998,205.46599999999998,480.25199999999995,476.872,213.17399999999998,108.19000000000001
2024-07-08 15:49,92.87,265.492,933.9200000000001,181.618,344.48799999999994,576.0139999999999,122.01599999999999,154.682,930.926,136.62,283.32399999999996,56.632000000000005,117.96600000000001,79.07,207.88000000000002,470.03999999999996,135.364,62.258,255.57600000000002,163.07199999999997,434.12399999999997,294.772,396.53999999999996,452.35600000000005,4056.7120000000004,1766.6419999999998,4563.2339999999995,585.7239999999999,349.95,766.0260000000001,161.042,205.8,479.188,477.56800000000004,213.044,108.38199999999999
2024-07-08 15:54,92.558,264.308,938.332,180.794,345.38399999999996,573.088,121.59,154.11999999999998,929.426,136.692,284.756,56.496,117.814,78.90599999999999,207.88000000000002,473.22799999999995,135.476,62.258,252.462,162.678,434.496,295.294,397.298,451.48,4024.192,1745.89,4539.26,579.876,349.52,763.49,160.432,205.798,477.59399999999994,477.57,212.11399999999998,107.80999999999999
2024-07-08 15:59,94.28,262.53,914.26,174.86,344.34,569.33,120.56,152.59,918.71,135.54,281.89,56.02,116.16,79.07,237.79,516.13,138.5,61.04,257.21,161.5,427.97,287.94,393.81,448.56,3964.54,1721.77,4472.54,573.94,346.72,752.36,159.52,208.64,485.57,488.53,213.44,106.48
2024-07-08 16:00,91.7325,264.7525,947.5675,182.4825,346.955,572.985,121.63499999999999,154.2,931.3025,136.8,284.195,56.615,117.85,78.865,200.1975,463.2975,134.58,62.5625,250.6575,162.975,437.53,296.47749999999996,397.0325,449.8375,3984.29,1732.15,4568.665,584.0,349.1425,763.3325,160.66,205.2975,475.6,473.3725,211.62,107.6675
2024-07-08 16:05,91.926,264.31,937.412,180.958,344.936,572.812,121.76199999999999,154.198,929.2119999999999,136.404,284.142,56.496,117.66199999999999,79.07,208.36999999999998,473.43999999999994,135.476,62.258,251.314,162.878,436.55,295.12199999999996,397.298,451.03999999999996,4037.1339999999996,1758.566,4539.262000000001,581.89,350.598,765.664,160.128,205.464,477.77200000000005,474.77200000000005,212.78000000000003,108.19200000000001
2024-07-08 16:10,91.612,264.506,930.6120000000001,180.794,342.98999999999995,573.788,121.25,153.878,927.924,136.548,284.142,56.426,117.96600000000001,79.07,208.206,473.01599999999996,135.59,62.084,248.202,162.088,435.804,294.944,397.148,450.896,4029.804,1751.054,4534.286,581.698,349.73400000000004,761.5,160.28,205.46400000000003,477.416,476.16999999999996,213.308,108.19200000000001
2024-07-08 16:15,91.14333333333333,263.19,927.12,179.25333333333333,343.09,570.7233333333334,121.13333333333333,153.66333333333333,929.0666666666666,136.26,284.27666666666664,56.129999999999995,117.41000000000001,78.79666666666667,214.36333333333334,481.7933333333333,135.70000000000002,61.91,248.47333333333336,161.82666666666668,435.43333333333334,292.9066666666667,396.33666666666664,449.28999999999996,4006.14,1737.2933333333333,4526.443333333334,580.0066666666667,349.5933333333333,757.6366666666667,160.28,205.85333333333335,477.89000000000004,476.0933333333333,212.33666666666667,107.43
2024-07-08 16:16,90.36,264.015,946.4200000000001,182.28,345.83,570.03,121.63499999999999,154.2,930.5,136.98000000000002,284.96500000000003,56.7,117.66,79.07,200.2,463.03,134.58,62.78,244.925,162.48,434.5,296.7,394.19,449.655,4027.8,1744.485,4536.43,578.01,348.33500000000004,762.995,159.515,204.04500000000002,473.16499999999996,465.79499999999996,210.45999999999998,107.905
2024-07-08 16:21,90.672,262.534,931.3459999999999,180.134,343.14,567.942,121.50399999999999,154.03799999999998,927.4959999999999,136.32999999999998,284.144,56.222,117.35999999999999,78.90599999999999,209.026,475.562,135.476,62.084,245.41799999999998,161.696,433.93999999999994,294.77,395.63,449.87399999999997,4018.012,1751.2759999999998,4516.1900000000005,579.3979999999999,348.012,759.6,159.67000000000002,205.296,476.70799999999997,471.976,211.852,107.62
2024-07-08 16:26,90.356,262.72999999999996,926.9379999999999,180.3,341.342,571.14,120.90599999999999,153.394,927.066,136.042,283.322,56.29,117.362,78.578,209.35,472.802,135.476,62.084,245.254,160.906,435.43,293.194,394.87,448.41400000000004,4011.826,1740.8419999999999,4523.656,577.29,347.366,757.97,160.278,205.8,475.822,474.304,211.85,107.42999999999999
2024-07-08 16:31,89.88399999999999,262.926,926.7520000000001,180.132,341.194,570.1659999999999,120.81800000000001,153.15,925.78,135.972,283.52799999999996,56.153999999999996,117.35999999999999,78.90599999999999,209.02200000000002,474.5,135.476,62.084,242.304,161.496,433.75,294.948,395.93199999999996,450.02,3988.6980000000003,1736.916,4464.397999999999,576.8100000000001,349.088,759.238,158.904,205.632,475.11199999999997,474.304,211.97999999999996,107.42999999999999
2024-07-08 16:37,89.41,263.126,930.0600000000001,180.298,342.09,570.304,120.992,153.392,925.3520000000001,136.042,282.91,56.086,117.21,78.74199999999999,209.026,474.712,135.252,62.258,240.336,160.70999999999998,432.448,293.548,394.262,447.538,4010.3379999999997,1744.5420000000001,4478.196,573.746,346.29,757.514,159.21200000000002,205.13000000000002,472.81000000000006,473.84,211.186,107.24000000000001
2024-07-08 16:42,89.252,262.928,931.164,180.134,342.392,568.7760000000001,120.734,152.988,923.424,135.898,283.12,56.086,117.21,78.90599999999999,209.18800000000002,476.20200000000006,135.364,62.084,240.502,161.102,435.06000000000006,294.246,394.414,449.14400000000006,3989.386,1731.6439999999998,4444.044,577.1,346.504,756.43,158.294,204.796,470.33000000000004,473.372,211.586,107.24000000000001
2024-07-08 16:47,89.096,262.928,937.966,180.134,344.03999999999996,567.522,120.82000000000001,153.152,923.424,136.042,282.912,56.01800000000001,116.458,78.414,209.352,479.174,135.364,62.084,240.17600000000002,161.102,435.246,294.596,394.71799999999996,447.976,3977.246,1733.328,4462.364,578.536,347.58000000000004,754.62,158.448,204.798,472.27799999999996,471.508,211.18800000000002,107.24000000000001
2024-07-08 16:52,90.36,259.57,901.39,174.03,339.1,562.37,119.71,152.18,913.35,134.81,280.86,55.33,115.4,78.25,240.24,517.19,138.5,61.04,242.47,160.51,428.9,288.82,393.05,446.37,3955.38,1706.07,4413.74,569.63,343.49,742.85,158.75,207.8,477.59,482.7,213.44,106.48
2024-07-08 16:53,88.0,263.0275,932.8625,181.4525,341.155,568.8075,120.4575,153.0925,924.87,136.17,282.4,56.0175,116.91,78.455,202.0375,465.9525,134.44,62.345,236.3225,160.7575,437.52750000000003,296.47749999999996,395.135,448.56,3990.015,1734.675,4440.8775000000005,575.495,345.9125,755.5274999999999,158.56,204.04500000000002,466.74,469.5825,210.2925,107.43
