date_time,410nm,435nm,460nm,485nm,510nm,535nm,560nm,585nm,610nm,645nm,680nm,705nm,730nm,760nm,810nm,860nm,900nm,940nm
2024-07-18 15:26:54.119297,379.27,139.83,289.98,197.80,273.16,354.32,4136.86,2368.42,6822.46,691.31,455.47,932.52,245.76,234.51,759.37,797.50,257.19,121.70
2024-07-18 15:26:57.779652,375.17,140.82,294.64,204.80,276.20,356.51,4227.32,2428.99,6774.97,695.62,431.78,950.18,235.84,220.32,730.13,752.03,253.21,124.55
2024-07-18 15:27:01.420586,371.07,142.79,302.10,210.05,278.47,361.62,4117.40,2376.27,6941.20,687.96,433.94,918.94,239.66,222.82,733.67,753.20,253.21,124.55
2024-07-18 15:27:05.096499,369.44,137.86,299.30,201.30,276.20,352.13,4171.78,2402.07,6703.72,694.19,426.40,928.00,234.32,221.99,723.92,752.03,251.89,123.60
2024-07-18 15:27:08.765182,369.44,140.82,296.50,206.55,277.71,358.70,4203.84,2411.05,6823.59,701.37,436.09,941.58,235.84,217.82,730.13,740.37,252.55,123.60
2024-07-18 15:32:12.063062,373.53,140.82,295.57,202.17,277.71,359.43,4136.29,2389.17,6708.25,693.71,450.09,930.71,238.13,226.16,746.96,777.68,257.19,124.55
2024-07-18 15:32:15.763946,379.27,141.80,289.98,206.55,274.68,356.51,4239.34,2429.55,6782.88,693.71,432.86,953.35,234.32,223.66,733.67,750.87,254.54,124.55
2024-07-18 15:32:19.432100,371.89,142.79,295.57,210.93,275.44,362.35,4190.10,2418.34,6813.42,700.41,425.32,937.05,235.84,221.15,720.38,736.87,251.89,124.55
2024-07-18 15:32:23.109078,368.62,141.80,297.44,209.18,276.96,361.62,4164.34,2401.51,6814.55,692.27,440.40,923.92,235.84,221.15,735.44,742.70,255.86,124.55
2024-07-18 15:32:26.784979,375.99,141.80,294.64,207.42,277.71,357.97,4201.55,2423.38,6762.53,703.77,428.55,945.65,233.55,217.82,723.92,733.38,253.88,125.50
2024-07-18 15:37:30.063184,380.08,142.79,302.10,205.67,282.27,366.74,4099.08,2367.30,6748.96,684.60,447.93,923.02,239.66,225.33,740.76,760.19,258.52,123.60
2024-07-18 15:37:33.708794,364.52,140.82,294.64,210.93,279.99,366.01,4195.83,2413.85,6717.29,688.44,429.63,938.86,228.97,218.65,722.15,735.71,253.21,123.60
2024-07-18 15:37:37.383494,368.62,139.83,309.56,204.80,283.03,357.97,4146.02,2375.71,6728.60,689.40,425.32,933.88,229.74,218.65,721.26,729.88,255.86,124.55
2024-07-18 15:37:41.056291,373.53,142.79,302.10,212.68,280.75,365.28,4200.41,2421.70,6695.81,698.50,433.94,945.65,232.03,221.15,728.35,738.04,253.88,125.50
2024-07-18 15:37:44.743320,365.34,141.80,314.22,210.05,286.06,363.81,4195.26,2405.44,6745.56,693.71,431.78,943.84,234.32,221.99,718.61,738.04,253.88,124.55
2024-07-18 15:42:48.029350,378.45,140.82,288.11,204.80,276.20,363.81,4119.11,2368.98,6742.17,692.27,450.09,928.45,238.90,230.33,740.76,766.02,257.85,124.55
2024-07-18 15:42:51.707565,364.52,141.80,304.90,212.68,286.06,370.39,4144.88,2381.32,6647.18,694.19,431.78,938.86,230.50,219.49,718.61,732.21,255.86,124.55
2024-07-18 15:42:55.402314,370.25,143.77,308.62,215.30,288.34,372.58,4103.08,2374.59,6693.54,690.83,429.63,929.81,232.79,224.49,718.61,739.21,255.86,125.50
2024-07-18 15:42:59.039088,375.17,143.77,313.29,217.05,288.34,369.66,4177.51,2422.26,6673.19,687.96,433.94,939.31,231.26,220.32,720.38,729.88,253.88,125.50
2024-07-18 15:43:02.728222,369.44,141.80,307.69,212.68,283.78,366.01,4158.04,2391.42,6816.81,691.79,428.55,942.48,234.32,222.82,715.95,727.55,254.54,126.45
2024-07-18 15:48:05.991382,372.71,142.79,312.35,210.05,289.85,371.12,4083.05,2363.93,6727.47,687.96,451.17,909.89,236.61,227.00,734.56,750.87,259.18,123.60
2024-07-18 15:48:09.696261,367.80,140.82,313.29,210.05,287.58,366.01,4112.24,2396.46,6752.35,695.14,440.40,927.09,229.74,223.66,728.35,733.38,254.54,125.50
2024-07-18 15:48:13.369539,360.42,140.82,307.69,210.05,286.06,367.47,4086.48,2377.96,6713.90,687.48,435.01,919.40,230.50,218.65,718.61,726.38,254.54,126.45
2024-07-18 15:48:17.060550,366.16,143.77,307.69,219.68,289.85,375.50,4140.30,2389.73,6738.78,689.87,432.86,930.26,232.03,219.49,718.61,726.38,255.20,125.50
2024-07-18 15:48:20.746610,363.70,142.79,307.69,217.05,284.54,371.85,4195.83,2429.55,6721.82,699.46,429.63,942.48,228.21,218.65,713.29,721.72,255.20,126.45
2024-07-18 15:53:24.011279,365.34,141.80,317.95,210.93,292.89,374.04,4063.58,2368.42,6572.54,696.10,445.78,915.77,232.79,225.33,723.04,739.21,264.48,126.45
2024-07-18 15:53:27.657256,364.52,141.80,304.90,214.43,283.78,371.12,4140.87,2399.83,6782.88,703.77,427.48,932.98,230.50,221.15,716.83,724.05,257.85,126.45
2024-07-18 15:53:31.341125,353.87,141.80,312.35,216.18,290.61,373.31,4086.48,2377.40,6676.58,689.87,433.94,915.32,228.97,221.15,713.29,718.22,257.19,127.40
2024-07-18 15:53:35.011608,358.79,139.83,307.69,210.93,287.58,370.39,4101.37,2385.25,6696.94,698.98,428.55,919.85,230.50,220.32,715.06,720.55,257.19,126.45
2024-07-18 15:53:38.674832,364.52,144.76,317.02,219.68,289.85,376.23,4107.09,2400.95,6729.73,698.50,435.01,929.81,228.97,219.49,713.29,713.56,259.18,127.40
2024-07-18 15:58:41.946831,357.15,141.80,305.83,209.18,287.58,377.70,4009.77,2342.06,6679.97,682.21,450.09,907.63,233.55,226.16,729.24,734.54,261.83,126.45
2024-07-18 15:58:45.586813,358.79,140.82,306.76,212.68,288.34,373.31,3997.74,2332.53,6678.84,692.27,426.40,902.65,227.45,219.49,710.63,713.56,257.85,124.55
2024-07-18 15:58:49.251884,362.06,142.79,313.29,217.05,291.37,374.04,4095.07,2389.73,6716.16,694.67,431.78,927.54,228.97,220.32,708.86,712.39,259.18,126.45
2024-07-18 15:58:52.938684,350.60,137.86,316.08,210.05,289.85,365.28,4048.12,2363.37,6705.98,700.41,436.09,912.61,226.68,220.32,713.29,713.56,259.84,126.45
2024-07-18 15:58:56.633948,354.69,143.77,312.35,220.55,292.13,379.16,4087.63,2394.22,6682.24,699.46,429.63,926.19,227.45,218.65,704.43,713.56,259.18,127.40
2024-07-18 16:03:59.906324,346.50,139.83,301.17,208.30,289.10,376.23,4026.37,2337.58,6553.32,677.90,453.32,908.53,229.74,224.49,723.92,735.71,260.50,124.55
2024-07-18 16:04:03.567486,350.60,138.85,315.15,210.05,292.13,372.58,4130.56,2385.25,6630.22,692.75,432.86,932.98,225.16,221.15,710.63,708.89,257.85,126.45
2024-07-18 16:04:07.272739,350.60,140.82,310.49,215.30,291.37,376.96,4039.54,2348.23,6609.86,683.65,426.40,908.53,224.39,220.32,706.20,713.56,255.86,126.45
2024-07-18 16:04:10.950443,344.86,138.85,306.76,213.55,290.61,376.23,4086.48,2378.52,6692.41,692.75,432.86,929.35,227.45,219.49,704.43,698.40,257.19,127.40
2024-07-18 16:04:14.621444,354.69,142.79,303.96,220.55,286.82,380.62,4015.49,2339.82,6600.81,692.75,435.01,905.36,224.39,219.49,702.66,704.23,259.18,126.45
2024-07-18 16:09:17.917079,347.32,140.82,317.02,210.05,297.44,379.16,4032.67,2345.99,6540.88,682.69,451.17,910.79,228.97,225.33,718.61,718.22,261.17,125.50
2024-07-18 16:09:21.583832,335.85,137.86,306.76,212.68,292.13,374.04,4044.69,2354.96,6677.71,693.23,425.32,914.42,223.63,222.82,707.97,701.90,258.52,126.45
