date_time,410nm,435nm,460nm,485nm,510nm,535nm,560nm,585nm,610nm,645nm,680nm,705nm,730nm,760nm,810nm,860nm,900nm,940nm
2024-07-09 11:18:15.605769,394.83,188.09,456.88,306.32,418.85,464.63,3772.18,1750.94,4706.63,619.45,384.41,691.24,173.26,217.82,505.06,509.52,222.72,113.14
2024-07-09 11:18:19.282693,385.82,189.07,459.67,316.83,418.09,469.01,3757.30,1738.04,4780.13,617.05,388.71,697.13,174.78,215.31,506.83,495.53,219.41,114.09
2024-07-09 11:18:22.957114,391.55,189.07,463.40,316.83,420.37,468.28,3771.04,1762.72,4815.19,623.28,387.64,698.49,174.78,216.15,502.40,496.69,218.08,114.09
2024-07-09 11:18:26.623241,389.91,190.05,464.34,321.20,420.37,472.67,3796.80,1760.47,4807.27,621.85,387.64,700.75,174.02,215.31,504.18,492.03,218.08,113.14
2024-07-09 11:18:30.233781,395.65,190.05,466.20,320.33,423.40,469.74,3831.15,1777.30,4788.05,632.39,391.94,704.82,174.78,213.64,505.95,494.36,220.73,114.09
2024-07-09 11:23:33.456015,394.83,188.09,458.74,308.95,422.64,465.36,3708.63,1722.34,4743.95,610.35,391.94,683.55,174.02,217.82,511.26,506.02,220.73,112.19
2024-07-09 11:23:37.152773,385.82,189.07,464.34,317.70,421.88,469.01,3734.40,1740.84,4763.17,616.10,389.79,685.36,174.02,216.15,500.63,494.36,218.08,114.09
2024-07-09 11:23:40.823135,382.54,189.07,467.13,319.45,424.16,470.48,3740.12,1748.13,4790.31,623.76,384.41,699.39,174.78,216.15,500.63,494.36,219.41,113.14
2024-07-09 11:23:44.495099,385.00,189.07,461.54,317.70,420.37,467.55,3701.19,1727.94,4841.20,615.62,385.48,689.43,174.78,215.31,499.75,486.20,217.42,113.14
2024-07-09 11:23:48.193196,380.08,189.07,466.20,319.45,422.64,469.01,3753.86,1744.21,4807.27,617.05,390.87,694.41,174.78,214.48,501.52,486.20,218.08,114.09
2024-07-09 11:28:51.461526,384.18,187.10,455.01,308.95,421.88,465.36,3779.05,1772.25,4698.71,622.32,384.41,688.98,172.49,216.98,512.15,508.35,223.38,114.09
2024-07-09 11:28:55.126495,380.90,188.09,457.81,315.95,417.33,466.09,3728.10,1741.40,4738.29,618.01,384.41,684.91,172.49,214.48,496.20,489.70,218.74,114.09
2024-07-09 11:28:58.766870,379.27,188.09,458.74,315.95,415.81,465.36,3723.52,1734.11,4762.04,618.01,386.56,685.36,174.78,215.31,502.40,489.70,217.42,114.09
2024-07-09 11:29:02.451158,383.36,189.07,460.61,320.33,418.09,469.01,3691.46,1716.73,4759.78,618.01,389.79,685.81,173.26,216.15,506.83,493.19,217.42,113.14
2024-07-09 11:29:06.112930,378.45,189.07,459.67,320.33,418.09,469.74,3693.75,1718.41,4849.12,615.14,386.56,685.36,174.78,214.48,502.40,489.70,217.42,113.14
2024-07-09 11:34:09.407965,380.90,186.12,453.15,308.07,417.33,461.71,3755.01,1746.45,4625.21,616.58,381.18,681.74,172.49,217.82,504.18,510.68,220.73,113.14
2024-07-09 11:34:13.039871,372.71,186.12,459.67,314.20,417.33,464.63,3732.11,1737.48,4699.84,619.93,387.64,685.36,172.49,216.15,504.18,496.69,218.74,113.14
2024-07-09 11:34:16.699930,380.08,187.10,455.94,318.58,418.09,467.55,3775.62,1754.30,4715.67,620.41,382.25,694.41,173.26,215.31,495.32,487.36,218.74,113.14
2024-07-09 11:34:20.327539,369.44,186.12,456.88,315.95,415.05,463.90,3737.83,1735.80,4716.81,616.58,385.48,678.57,173.26,213.64,499.75,486.20,218.08,114.09
2024-07-09 11:34:23.967508,362.88,185.13,450.35,314.20,413.54,461.71,3710.35,1725.70,4698.71,616.58,382.25,687.17,172.49,213.64,493.54,483.87,217.42,113.14
2024-07-09 11:39:27.239014,371.89,185.13,455.01,309.82,418.09,463.90,3711.50,1717.29,4644.43,607.95,382.25,675.85,170.97,216.15,506.83,502.52,221.40,113.14
2024-07-09 11:39:30.910077,358.79,184.15,458.74,313.33,418.09,462.44,3757.87,1736.92,4748.47,618.97,386.56,683.10,172.49,216.15,500.63,486.20,217.42,113.14
2024-07-09 11:39:34.588809,365.34,186.12,458.74,316.83,416.57,464.63,3748.71,1744.21,4740.55,614.66,387.64,684.00,173.26,214.48,497.97,482.70,218.08,114.09
2024-07-09 11:39:38.304470,366.98,186.12,455.01,316.83,415.05,464.63,3668.56,1702.15,4722.46,605.56,383.33,676.76,172.49,214.48,497.09,486.20,216.09,113.14
