date_time,410nm,435nm,460nm,485nm,510nm,535nm,560nm,585nm,610nm,645nm,680nm,705nm,730nm,760nm,810nm,860nm,900nm,940nm
2024-02-10 23:02:25.820279,338.68,539.46,2403.71,246.71,580.10,1055.70,163.40,202.62,1164.13,203.56,312.59,84.34,112.24,89.08,335.81,501.76,161.37,73.35
2024-02-10 23:02:29.505714,341.22,526.78,2415.62,250.20,557.42,1036.37,159.80,197.55,1139.49,198.77,303.24,82.71,109.96,86.71,283.31,458.92,155.12,74.25
2024-02-10 23:02:33.163786,342.92,525.81,2399.12,251.07,556.69,1028.77,159.29,197.04,1135.97,197.46,301.16,82.71,110.72,85.92,283.31,455.53,155.12,74.25
2024-02-10 23:02:36.843494,342.07,523.86,2416.54,251.07,555.96,1023.25,158.78,197.04,1134.80,197.90,302.20,82.71,109.96,85.92,279.14,457.79,155.74,74.25
2024-02-10 23:02:40.538861,344.61,524.83,2409.21,251.07,554.50,1026.70,158.26,197.04,1132.45,197.46,301.16,82.71,109.96,85.92,279.14,457.79,155.12,74.25
2024-02-10 23:07:43.939419,340.38,533.61,2312.03,245.84,571.32,1049.49,163.40,202.62,1164.13,203.56,310.51,84.34,112.24,88.29,333.31,505.15,160.75,73.35
2024-02-10 23:07:47.602656,341.22,522.88,2354.20,249.32,556.69,1026.01,159.80,198.05,1139.49,199.20,303.24,83.12,109.96,85.92,282.48,465.68,155.12,74.25
2024-02-10 23:07:51.270773,342.92,518.98,2346.87,250.20,555.23,1019.80,159.29,197.04,1137.14,197.90,302.20,82.71,109.96,85.92,282.48,460.05,155.12,74.25
2024-02-10 23:07:54.973108,342.07,519.95,2350.54,250.20,553.04,1018.41,158.78,197.55,1132.45,198.33,301.16,82.71,109.96,85.92,278.31,456.66,155.12,74.25
2024-02-10 23:07:58.592852,342.92,518.98,2345.95,251.07,551.57,1019.80,158.26,197.04,1132.45,197.46,300.13,82.71,109.96,85.92,281.64,456.66,155.74,74.25
