date_time,410nm,435nm,460nm,485nm,510nm,535nm,560nm,585nm,610nm,645nm,680nm,705nm,730nm,760nm,810nm,860nm,900nm,940nm
2024-07-18 15:26:54.102659,102.93,170.75,546.72,122.89,230.56,402.99,92.77,134.02,844.74,103.37,271.63,52.60,128.22,77.43,169.15,371.70,115.51,54.06
2024-07-18 15:26:57.765037,100.57,170.75,561.42,127.84,229.06,402.29,94.06,135.63,851.17,104.09,234.73,51.92,117.66,71.66,143.82,336.65,113.83,54.93
2024-07-18 15:27:01.405287,101.36,171.73,563.26,127.84,229.06,403.68,94.48,136.84,851.17,104.81,233.71,51.92,116.16,70.84,143.00,333.47,112.15,54.93
2024-07-18 15:27:05.083182,99.78,169.76,558.66,127.84,226.81,400.20,93.63,136.04,855.46,104.81,235.76,52.26,117.66,71.66,143.82,334.53,112.15,54.93
2024-07-18 15:27:08.751825,99.78,172.72,567.85,128.67,229.06,406.47,94.06,136.04,853.31,104.09,237.81,52.26,119.17,71.66,142.18,332.41,112.15,54.93
2024-07-18 15:32:12.049466,99.78,170.75,544.88,122.89,229.81,403.68,94.06,135.23,849.03,104.09,272.66,53.28,128.22,78.25,174.05,381.26,117.20,54.06
2024-07-18 15:32:15.750552,97.43,172.72,571.53,127.84,232.80,409.25,93.63,135.63,864.03,104.45,235.76,51.92,118.42,71.66,147.90,341.96,113.83,54.93
2024-07-18 15:32:19.419166,98.21,170.75,566.93,129.49,230.56,405.77,94.48,136.04,865.11,104.45,235.76,51.92,119.17,72.48,148.72,346.21,113.83,54.93
2024-07-18 15:32:23.097226,99.00,175.68,584.39,130.32,233.55,412.04,93.63,135.63,858.67,104.09,234.73,51.92,118.42,71.66,146.27,340.90,113.83,54.93
2024-07-18 15:32:26.771580,98.21,173.71,580.71,130.32,232.80,409.95,94.06,136.04,857.60,105.18,237.81,52.26,119.17,72.48,147.08,341.96,113.27,54.93
2024-07-18 15:37:30.051411,99.00,172.72,555.91,123.72,232.05,410.64,94.06,135.63,859.75,104.81,276.76,53.28,128.22,78.25,178.95,387.63,117.76,54.06
2024-07-18 15:37:33.692907,97.43,173.71,575.20,129.49,232.80,409.95,95.34,137.25,872.61,105.54,240.88,52.26,119.17,72.48,152.80,351.52,114.95,54.93
2024-07-18 15:37:37.370852,97.43,172.72,577.96,130.32,232.80,413.43,94.91,136.84,871.54,105.54,238.83,52.60,118.42,72.48,151.17,348.34,114.39,54.93
2024-07-18 15:37:41.043220,95.86,173.71,577.04,130.32,233.55,411.34,95.34,137.25,871.54,105.54,241.91,52.60,118.42,72.48,150.35,344.09,114.39,55.80
2024-07-18 15:37:44.729801,97.43,174.69,578.88,131.14,233.55,412.73,94.48,136.44,869.39,104.45,239.86,52.26,119.17,72.48,149.54,344.09,114.39,54.93
2024-07-18 15:42:48.016249,96.64,173.71,559.58,124.54,233.55,416.21,94.91,136.84,867.25,105.18,274.71,53.63,129.73,79.07,180.59,390.82,118.88,54.06
2024-07-18 15:42:51.690058,95.07,174.69,579.80,130.32,234.30,416.21,95.77,137.65,876.90,105.54,244.98,52.94,120.68,73.31,154.44,354.71,115.51,55.80
2024-07-18 15:42:55.386129,95.07,173.71,579.80,130.32,232.80,416.21,95.77,138.05,876.90,105.90,242.93,52.94,119.93,73.31,154.44,352.58,114.95,55.80
2024-07-18 15:42:59.025195,95.07,175.68,588.98,131.14,235.80,416.21,95.77,138.05,879.04,105.54,242.93,52.94,120.68,73.31,152.80,348.34,114.95,55.80
2024-07-18 15:43:02.716426,95.07,176.67,583.47,131.97,234.30,418.30,95.77,137.65,875.83,105.54,242.93,52.60,120.68,73.31,151.17,347.27,114.39,55.80
2024-07-18 15:48:05.975894,94.28,173.71,557.74,124.54,233.55,418.30,96.20,137.25,874.75,105.54,274.71,54.31,128.98,79.07,183.04,395.06,119.44,54.93
2024-07-18 15:48:09.681223,93.50,174.69,582.55,130.32,235.80,419.69,95.77,138.05,886.55,106.26,244.98,52.94,120.68,74.13,154.44,356.83,114.95,55.80
2024-07-18 15:48:13.354418,92.71,176.67,585.31,131.97,235.80,421.08,95.77,138.05,881.19,105.54,247.03,53.63,122.19,74.96,154.44,354.71,115.51,55.80
2024-07-18 15:48:17.045415,93.50,176.67,588.06,131.97,234.30,422.48,96.62,138.86,887.62,105.90,244.98,53.63,121.44,74.13,152.80,349.40,115.51,55.80
2024-07-18 15:48:20.733688,93.50,179.63,596.33,132.79,238.04,428.74,96.20,138.05,883.33,105.54,244.98,52.94,120.68,74.13,152.80,352.58,115.51,55.80
2024-07-18 15:53:23.999671,92.71,173.71,564.17,125.37,235.05,420.39,96.20,137.65,884.40,105.54,276.76,54.65,129.73,79.07,183.86,399.31,119.44,54.93
2024-07-18 15:53:27.645702,91.14,173.71,584.39,130.32,236.54,420.39,97.05,138.86,887.62,105.90,244.98,53.63,119.93,74.13,159.34,365.33,115.51,55.80
